left, middle, right, top
29.875, 35.25, 36.5625, 33.1875
29.875, 35.1875, 36.5625, 33.25
29.875, 35.25, 36.5625, 33.25
29.875, 35.25, 36.5625, 33.1875
29.875, 35.25, 36.5625, 33.25
29.875, 35.25, 36.5625, 33.1875
29.875, 35.25, 36.625, 33.25
29.875, 35.25, 36.5625, 33.25
29.875, 35.25, 36.625, 33.1875
29.875, 35.25, 36.5625, 33.25
29.8125, 35.25, 36.5625, 33.25
29.875, 35.25, 36.5625, 33.1875
29.875, 35.1875, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.25, 36.625, 33.25
29.875, 35.25, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.25
29.875, 35.25, 36.5625, 33.1875
29.875, 35.25, 36.5625, 33.25
29.875, 35.25, 36.625, 33.25
29.8125, 35.25, 36.5625, 33.25
29.875, 35.25, 36.5625, 33.25
29.8125, 35.25, 36.625, 33.25
29.8125, 35.25, 36.625, 33.1875
29.8125, 35.25, 36.625, 33.1875
29.875, 35.25, 36.625, 33.25
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.125
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.8125, 35.1875, 36.5, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.75, 35.1875, 36.5625, 33.1875
29.75, 35.1875, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.8125, 35.1875, 36.5, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.1875, 36.5, 33.1875
29.8125, 35.1875, 36.5625, 33.125
29.8125, 35.1875, 36.5625, 33.125
29.8125, 35.1875, 36.5, 33.1875
29.8125, 35.1875, 36.5, 33.1875
29.8125, 35.1875, 36.5625, 33.125
29.8125, 35.1875, 36.5625, 33.125
29.8125, 35.1875, 36.5625, 33.125
29.8125, 35.1875, 36.5625, 33.1875
29.8125, 35.25, 36.5, 33.1875
29.75, 35.1875, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.8125, 35.1875, 36.5, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.75, 35.1875, 36.5625, 33.1875
29.8125, 35.25, 36.5, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.75, 35.1875, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.75, 35.1875, 36.5625, 33.1875
29.8125, 35.25, 36.625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.8125, 35.1875, 36.625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.875, 35.25, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.875, 35.1875, 36.625, 33.1875
29.75, 35.25, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.1875, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.1875, 36.625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.875, 35.25, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.875, 35.25, 36.5625, 33.1875
29.875, 35.25, 36.625, 33.1875
29.875, 35.25, 36.625, 33.1875
29.8125, 35.25, 36.5625, 33.25
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.1875, 36.625, 33.1875
29.8125, 35.25, 36.625, 33.1875
29.875, 35.25, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.875, 35.25, 36.5625, 33.25
29.875, 35.25, 36.5625, 33.25
29.875, 35.25, 36.5625, 33.1875
29.875, 35.25, 36.625, 33.25
29.875, 35.25, 36.625, 33.25
29.8125, 35.25, 36.5625, 33.1875
29.875, 35.25, 36.625, 33.1875
29.875, 35.25, 36.625, 33.25
29.875, 35.25, 36.625, 33.1875
29.875, 35.25, 36.625, 33.25
29.8125, 35.25, 36.5625, 33.25
29.875, 35.25, 36.5625, 33.1875
29.875, 35.25, 36.5625, 33.25
29.875, 35.25, 36.5625, 33.1875
29.8125, 35.25, 36.625, 33.1875
29.875, 35.3125, 36.625, 33.25
29.875, 35.25, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.25, 36.5625, 33.25
29.8125, 35.25, 36.5625, 33.1875
29.8125, 35.25, 36.625, 33.1875
29.8125, 35.25, 36.625, 33.1875
29.875, 35.25, 36.5625, 33.1875
29.875, 35.25, 36.5625, 33.1875
29.875, 35.25, 36.625, 33.25
29.875, 35.25, 36.625, 33.1875
29.875, 35.3125, 36.625, 33.25
29.875, 35.25, 36.625, 33.25
29.875, 35.25, 36.5625, 33.25
29.9375, 35.25, 36.625, 33.25
29.875, 35.25, 36.5625, 33.25
29.875, 35.25, 36.625, 33.25
29.875, 35.3125, 36.5625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.5625, 33.25
29.875, 35.25, 36.625, 33.1875
29.875, 35.25, 36.625, 33.25
29.9375, 35.3125, 36.625, 33.25
29.875, 35.25, 36.625, 33.25
29.875, 35.25, 36.625, 33.25
29.875, 35.25, 36.5625, 33.25
29.9375, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.5625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.25, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.3125
29.9375, 35.25, 36.625, 33.3125
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.1875
29.875, 35.3125, 36.625, 33.25
29.875, 35.25, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.9375, 35.25, 36.625, 33.25
29.875, 35.25, 36.625, 33.25
29.9375, 35.3125, 36.625, 33.25
29.9375, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.9375, 35.3125, 36.5625, 33.25
29.9375, 35.25, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.9375, 35.3125, 36.625, 33.3125
29.875, 35.3125, 36.6875, 33.25
29.9375, 35.3125, 36.625, 33.3125
29.9375, 35.3125, 36.625, 33.25
29.875, 35.25, 36.625, 33.3125
29.9375, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.9375, 35.3125, 36.625, 33.25
29.9375, 35.375, 36.5625, 33.3125
29.875, 35.25, 36.625, 33.25
29.9375, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.25, 36.625, 33.25
29.875, 35.3125, 36.625, 33.3125
29.875, 35.25, 36.625, 33.25
29.875, 35.25, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.25, 36.625, 33.25
29.875, 35.3125, 36.5625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.9375, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.6875, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.875, 35.3125, 36.625, 33.25
29.9375, 35.3125, 36.625, 33.25
29.9375, 35.3125, 36.6875, 33.25
29.9375, 35.375, 36.6875, 33.25
29.9375, 35.3125, 36.6875, 33.25
29.9375, 35.3125, 36.625, 33.25
29.9375, 35.3125, 36.6875, 33.3125
29.9375, 35.3125, 36.625, 33.3125
29.9375, 35.3125, 36.625, 33.3125
29.9375, 35.3125, 36.625, 33.3125
29.9375, 35.3125, 36.6875, 33.3125
30.0, 35.3125, 36.6875, 33.3125
30.0, 35.375, 36.6875, 33.3125
29.9375, 35.375, 36.6875, 33.3125
29.9375, 35.3125, 36.625, 33.3125
29.9375, 35.375, 36.6875, 33.3125
30.0, 35.375, 36.6875, 33.3125
30.0, 35.3125, 36.6875, 33.3125
30.0, 35.375, 36.625, 33.3125
30.0, 35.375, 36.6875, 33.3125
30.0, 35.375, 36.6875, 33.25
30.0, 35.375, 36.625, 33.3125
30.0, 35.375, 36.6875, 33.375
30.0, 35.3125, 36.6875, 33.3125
29.9375, 35.375, 36.6875, 33.3125
30.0, 35.375, 36.6875, 33.3125
29.9375, 35.375, 36.6875, 33.3125
29.9375, 35.375, 36.6875, 33.3125
29.9375, 35.375, 36.6875, 33.3125
29.9375, 35.375, 36.6875, 33.3125
29.9375, 35.375, 36.6875, 33.3125
30.0, 35.375, 36.6875, 33.3125
30.0, 35.375, 36.6875, 33.3125
30.0, 35.375, 36.6875, 33.3125
29.9375, 35.375, 36.6875, 33.3125
29.9375, 35.375, 36.6875, 33.3125
30.0, 35.375, 36.75, 33.375
30.0, 35.375, 36.75, 33.3125
30.0625, 35.375, 36.6875, 33.3125
30.0, 35.4375, 36.6875, 33.375
30.0, 35.4375, 36.6875, 33.375
30.0625, 35.375, 36.6875, 33.375
30.0625, 35.4375, 36.75, 33.375
30.0625, 35.375, 36.6875, 33.375
30.0625, 35.375, 36.75, 33.375
30.0625, 35.4375, 36.75, 33.375
30.0625, 35.375, 36.75, 33.375
30.0, 35.4375, 36.75, 33.375
30.0, 35.4375, 36.75, 33.375
30.0, 35.4375, 36.75, 33.4375
30.0625, 35.4375, 36.75, 33.375
30.0, 35.4375, 36.75, 33.375
30.0625, 35.4375, 36.75, 33.375
30.0625, 35.4375, 36.6875, 33.4375
30.0625, 35.4375, 36.75, 33.375
30.0625, 35.4375, 36.75, 33.4375
30.0625, 35.375, 36.75, 33.4375
30.0625, 35.4375, 36.75, 33.375
30.0625, 35.4375, 36.75, 33.375
30.0625, 35.4375, 36.75, 33.375
30.0625, 35.4375, 36.75, 33.375
30.125, 35.4375, 36.75, 33.4375
30.0625, 35.4375, 36.75, 33.375
30.125, 35.4375, 36.75, 33.4375
30.125, 35.4375, 36.75, 33.4375
30.0625, 35.4375, 36.75, 33.4375
30.125, 35.4375, 36.75, 33.4375
30.0625, 35.5, 36.75, 33.4375
30.125, 35.4375, 36.75, 33.4375
30.125, 35.4375, 36.75, 33.375
30.125, 35.4375, 36.75, 33.4375
30.0625, 35.5, 36.75, 33.375
30.0625, 35.5, 36.75, 33.5
30.125, 35.4375, 36.75, 33.375
30.125, 35.4375, 36.75, 33.4375
30.125, 35.4375, 36.8125, 33.4375
30.125, 35.5, 36.8125, 33.4375
30.125, 35.4375, 36.75, 33.5
30.125, 35.4375, 36.75, 33.4375
30.125, 35.5, 36.75, 33.4375
30.125, 35.4375, 36.75, 33.4375
30.1875, 35.5, 36.75, 33.4375
30.125, 35.5, 36.8125, 33.4375
30.1875, 35.5, 36.8125, 33.4375
30.125, 35.5, 36.75, 33.4375
30.125, 35.5, 36.8125, 33.4375
30.125, 35.5, 36.8125, 33.5
30.125, 35.4375, 36.8125, 33.4375
30.1875, 35.5, 36.8125, 33.4375
30.1875, 35.5, 36.8125, 33.4375
30.1875, 35.5, 36.8125, 33.5
30.1875, 35.5, 36.8125, 33.5
30.125, 35.5, 36.8125, 33.5
30.125, 35.5625, 36.8125, 33.5
30.1875, 35.5, 36.8125, 33.5
30.1875, 35.5625, 36.8125, 33.5
30.1875, 35.5, 36.8125, 33.5
30.1875, 35.5625, 36.8125, 33.5
30.1875, 35.5, 36.875, 33.5
30.1875, 35.5, 36.8125, 33.5
30.1875, 35.5, 36.8125, 33.5
30.1875, 35.5, 36.8125, 33.5
30.1875, 35.5, 36.875, 33.5
30.1875, 35.5625, 36.8125, 33.5
30.1875, 35.5, 36.8125, 33.5
30.1875, 35.5625, 36.875, 33.5
